"site_code","Site","Date","Turbidity","TSS","ChlA","TC","TN","DOC","DTN","pH","ANC","SC","Na","NH4","K","Mg","Ca","F","Cl","NO3","PO4","SO4","Field_DO_mgL","Field_Cond_µS_cm","Field_Temp_C","Lat","Long","Campaign","location_type","watershed","burn_status","WQ_sensor","flow_gauge_source","flow_gauge_id","distance_upstream_km","Watershed_Level","Buffer_Level","FCW_number","ROSS_number","chla_volume_ml","Year","time_mst","DT_mst_char","data_source"
"PFAL","Poudre below Poudre Falls",2024-05-28,2.05,1.8,1.08,,,6.49,0.55,6.81,349.19,39.28,1.46,0.01,0.8,1.02,5.14,0.03,0.6,1.03,0,2.03,8.23,,7,40.651785,-105.810831,"Mainstem","Stream","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11517",,,,,119,,2024,13:02:00,"2024-05-28 13:02:00","ROSS"
"PBR","Poudre Below Rustic",2024-05-28,7,8.59,0.85,,,5.38,0.4,7.18,409.58,47.03,1.83,0.01,0.85,1.21,5.4,0.03,0.75,1.09,0,2.35,7.92,,9.2,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,,120,,2024,13:46:00,"2024-05-28 13:46:00","ROSS"
"PMAN","Poudre at Manner's Bridge",2024-05-28,11.2,20.2,1.18,,,5.44,0.53,7.05,295.86,45.92,2.02,0.01,0.82,1.26,5.51,0.03,1,1.12,0,2.51,8.03,,11.4,,,,,,,,,,,,,,121,,2024,14:27:00,"2024-05-28 14:27:00","ROSS"
"PBD","Poudre at Bellvue Diversion",2024-05-28,10.8,23.7,1.07,,,5.4,0.54,7.29,368.93,51.36,2.39,0.01,0.87,1.44,6.29,0.05,1.62,1.05,0,2.69,53.08,,12.3,40.664519,-105.22419,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","CDWR","CLAFTCCO",0,,,,122,,2024,14:45:00,"2024-05-28 14:45:00","ROSS"
"archery","Poudre at Archery Range",2024-05-29,13.06,10.4,2.14,,,5.58,0.52,7.8,1499.84,309.74,12.31,0.03,1.08,10.88,29.09,0.1,4.38,1.31,0,58.41,7.72,,12.8,40.5479138,-105.0011275,"Mainstem","Mainstem","CLP Mainstem - Lower","Partially Burned","ROSS",,,,,,,123,,2024,08:55:00,"2024-05-29 08:55:00","ROSS"
"boxcreek","Boxelder Creek above Sanitation District",2024-05-29,10.64,4.69,2.01,,,3.64,3.13,8,7201.78,1557.26,68.41,0.04,3.92,52.31,145.88,0.55,20.1,11.56,0,298.55,7.9,,15.1,40.552003,-105.004576,"CU Tributary","Stream","CLP Tributary - Lower","Unburned","ROSS","Boxelder Sanitation",,,,,,124,,2024,09:26:00,"2024-05-29 09:26:00","ROSS"
"springcreek","Spring Creek at Poudre Trail",2024-05-29,18.75,20.71,1.75,,,4.5,0.62,8,5033.59,677.56,28.78,0.17,0.99,19.89,75.41,0.15,11.55,1.61,0,65.41,6.49,,17,40.571137,-105.031363,"CU Tributary","Stream","CLP Tributary - Lower","Unburned","ROSS",,,,,,,125,,2024,10:05:00,"2024-05-29 10:05:00","ROSS"
"lincoln","Poudre at Lincoln",2024-05-29,18.75,35.4,1.52,,,5.5,0.56,7.04,421.91,69.98,2.82,0.03,0.83,1.89,8.75,0.04,2.1,0.96,0,4.57,7.76,,13.2,40.588073,-105.069231,"Mainstem","Mainstem","CLP Mainstem - Lower","Partially Burned","ROSS","USGS","6752260",,,,,126,,2024,10:35:00,"2024-05-29 10:35:00","ROSS"
"CHD","Chambers Outflow",2024-05-30,13.92,1.4,2.26,,,3.7,0.36,7.38,427.55,53.14,1.86,0.01,0.79,1.45,7.12,0.03,1.05,0.9,0,2.81,8.05,,5.3,40.60233229,-105.8427286,"Chambers Complex","Outflow","Chambers Reservoir","Burned","ROSS","CDWR","JWCCHACO",86.049,0.19135067209931075,0.3299053356282272,,127,,2024,09:07:00,"2024-05-30 09:07:00","ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2024-05-30,9.47,1.8,2.38,,,3.71,0.3,7.47,382.79,56.96,1.96,0.01,0.82,1.42,7.55,0.02,1.19,0.76,0,2.92,8.02,,6.4,40.61988,-105.81937,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,,128,,2024,09:28:00,"2024-05-30 09:28:00","ROSS"
"PJW","Poudre Above Joe Wright",2024-05-30,11.8,2.2,0.29,,,7.3,0.57,7.19,248.34,31.65,1.18,0.01,0.56,0.83,3.94,0.03,0.3,1.28,0,1.56,8.88,,2.6,40.634114,-105.807264,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,,130,,2024,09:39:00,"2024-05-30 09:39:00","ROSS"
"PFAL","Poudre below Poudre Falls",2024-05-30,5.81,1.2,1.08,,,6.53,0.6,6.98,223.17,36.5,1.39,0.01,0.63,1.02,4.97,0.03,0.55,1.14,0,1.85,8.91,,3.9,40.651785,-105.810831,"Mainstem","Stream","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11517",,,,,129,,2024,09:50:00,"2024-05-30 09:50:00","ROSS"
"PBR","Poudre Below Rustic",2024-05-30,8.42,8.5,0.86,,,5.88,0.52,7.17,240.84,37.74,1.65,0.01,0.62,1.04,4.66,0.03,0.64,1.13,0,2.07,8.48,,6.6,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,,131,,2024,10:23:00,"2024-05-30 10:23:00","ROSS"
"SFM","Poudre South Fork",2024-05-30,9.43,4.95,1,,,5.33,0.31,6.89,259.93,36.23,2.04,0.01,0.5,1.02,4.32,0.07,0.57,0.68,0,2.52,7.85,,8.6,40.61825,-105.525583,"South Fork","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11531",53.476,,,,132,,2024,10:58:00,"2024-05-30 10:58:00","ROSS"
"LBEA","Little Beaver",2024-05-30,5.21,8.67,0.48,,,4.05,0.81,7.06,322.68,49.8,2.5,0.01,0.76,1.32,5.48,0.02,0.81,2.5,0,3.67,7.62,,9.4,40.624819,-105.532595,"CU Tributary","Stream","CLP Tributary - Upper","Burned","ROSS","RMRS",,54.334,,,,133,,2024,11:10:00,"2024-05-30 11:10:00","ROSS"
"PSF","Poudre Below S. Fork",2024-05-30,8.62,9.8,0.78,,,5.9,0.66,7.22,244.84,39.94,1.86,0.01,0.68,1.18,5.05,0.03,0.74,1.17,0,2.38,8.1,,9,40.694953,-105.448748,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,33.951,,,,135,,2024,11:54:00,"2024-05-30 11:54:00","ROSS"
"PMAN","Poudre at Manner's Bridge",2024-05-30,15.91,12.3,0.89,,,5.81,0.5,7.31,278.33,43.48,2,0.01,0.68,1.24,5.36,0.03,0.96,1.13,0,2.44,8.26,,10.2,,,,,,,,,,,,,,136,,2024,12:30:00,"2024-05-30 12:30:00","ROSS"
"PNF","Poudre Above North Fork",2024-05-30,9.2,14.1,1.03,,,5.89,0.66,7.32,268.93,42.42,2.01,0.01,0.68,1.2,5.09,0.03,0.98,1.12,0,2.43,8.21,,10.6,40.702459,-105.241588,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV",,,7.471,,,,137,,2024,12:45:00,"2024-05-30 12:45:00","ROSS"
"PBD","Poudre at Bellvue Diversion",2024-05-30,7.65,22.88,0.93,,,5.85,0.47,7.44,361.1,53.79,2.46,0.02,0.71,1.47,6.44,0.05,1.7,1.01,0,2.72,7.95,,11.9,40.664519,-105.22419,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","CDWR","CLAFTCCO",0,,,,138,,2024,13:05:00,"2024-05-30 13:05:00","ROSS"
"LNGR","Long Draw Reservoir",2024-06-04,2.02,2.8,0.81,,,4.48,0.17,6.93,213.87,42.09,0.98,0.02,0.58,1.05,6.24,0.07,0.21,0.46,0,5.02,7.46,,2.5,40.50087627,-105.7725307,"Longdraw","Reservoir","Long Draw Reservoir","Unburned",,,,100.445,0,0,,143,,2024,08:51:00,"2024-06-04 08:51:00","ROSS"
"LNGO","Long Draw Outflow",2024-06-04,1.54,2.4,0.93,,,4.09,0.19,7.16,263.56,45.06,1.02,0.01,0.59,1.06,6.66,0.07,0.19,0.43,0,5.75,8.29,,2,40.50368571,-105.7709459,"Longdraw","Outflow","Long Draw Reservoir","Unburned",,"CDWR","LAPLODCO",98.705,0,0,,144,,2024,09:07:00,"2024-06-04 09:07:00","ROSS"
"archery","Poudre at Archery Range",2024-06-04,9.92,17.65,1.49,,,5.49,0.96,7.98,1757.12,351.08,12.31,0.08,1.78,11.03,34.55,0.19,10.84,2.49,0,59.34,,,,40.5479138,-105.0011275,"Mainstem","Mainstem","CLP Mainstem - Lower","Partially Burned","ROSS",,,,,,,139,,2024,09:16:00,"2024-06-04 09:16:00","ROSS"
"PTRR","Peterson Reservoir",2024-06-04,4.04,3.1,2.45,,,7.22,0.43,7,164.33,27.52,1.14,0.01,0.9,0.58,4.02,0.01,0.36,0.5,0,1.51,7.53,,7.6,40.55936515,-105.7940034,"Longdraw","Reservoir","Peterson Reservoir","Burned",,,,91.236,0.3055062638172439,0.32090379008746356,,145,,2024,09:51:00,"2024-06-04 09:51:00","ROSS"
"PTRO","Peterson Outflow",2024-06-04,3.14,2.87,1.04,,,5.6,0.33,9.33,1576.29,152.74,4.45,0.06,3.76,1.89,23.65,0.26,0.5,0.39,0,3.39,7.76,,6,40.56063874,-105.7929021,"Longdraw","Outflow","Peterson Reservoir","Burned",,"Greeley",,91.236,0.3055062638172439,0.32090379008746356,,147,,2024,10:03:00,"2024-06-04 10:03:00","ROSS"
"boxcreek","Boxelder Creek above Sanitation District",2024-06-04,12.49,16.46,2.1,,,4.1,2.96,8.29,6904.41,1326.11,56.51,0.03,3.75,46.51,129.61,0.62,18.07,10.87,0,227.81,,,,40.552003,-105.004576,"CU Tributary","Stream","CLP Tributary - Lower","Unburned","ROSS","Boxelder Sanitation",,,,,,140,,2024,10:08:00,"2024-06-04 10:08:00","ROSS"
"springcreek","Spring Creek at Poudre Trail",2024-06-04,17.57,21.9,2.42,,,4.75,0.58,8.06,2048.81,346.9,25.41,0.14,0.87,8.42,34.19,0.18,10.55,1.56,0,41.56,,,,40.571137,-105.031363,"CU Tributary","Stream","CLP Tributary - Lower","Unburned","ROSS",,,,,,,141,,2024,10:37:00,"2024-06-04 10:37:00","ROSS"
"JOEI","Joe Wright Inlet",2024-06-04,5.1,7.68,0.29,,,4.65,0.27,7.26,319.51,46.14,1.37,0.01,0.57,1.13,7.58,0.04,0.96,0.31,0,2.44,8.32,,2.1,40.54013102,-105.8831698,"Chambers Complex","Inflow","Joe Wright Reservoir","Unburned","ROSS","USGS","6746095",95.264,0,0.006530548628428928,,148,,2024,10:58:00,"2024-06-04 10:58:00","ROSS"
"lincoln","Poudre at Lincoln",2024-06-04,8.66,15.7,1.27,,,6.32,0.41,7.45,412.38,66.95,2.76,0.01,0.74,1.91,8.94,0.05,2.18,0.84,0,4.39,,,,40.588073,-105.069231,"Mainstem","Mainstem","CLP Mainstem - Lower","Partially Burned","ROSS","USGS","6752260",,,,,142,,2024,11:16:00,"2024-06-04 11:16:00","ROSS"
"JOER","Joe Wright Reservoir",2024-06-04,1.49,0.19,1.12,,,4.11,0.34,7.07,300.63,51.24,1.85,0.01,0.63,1.32,6.85,0.03,1.83,0.68,0,3.02,8.02,,2.1,40.55593744,-105.8749619,"Chambers Complex","Reservoir","Joe Wright Reservoir","Partially Burned",,,,93.218,0.048734263332836585,0.006530548628428928,,149,,2024,11:40:00,"2024-06-04 11:40:00","ROSS"
"CBRI","Chambers Inlet",2024-06-04,11.39,23.13,0.46,,,3.97,0.51,7.41,416.91,52.64,1.64,0.01,0.69,1.25,6.91,0.03,0.89,1.52,0,2.98,8.15,,4,40.57795281,-105.8572773,"Chambers Complex","Inflow","Chambers Reservoir","Burned","ROSS","USGS","6746110",90.13,0.11067457970644089,0.3299053356282272,,150,,2024,11:56:00,"2024-06-04 11:56:00","ROSS"
"BMD","Barnes Meadow Outflow",2024-06-04,2.14,2.53,5.28,,,6.91,0.23,7.33,608.41,65.04,2.03,0.01,1.04,1.22,8.44,0.02,1.13,0.04,0,3.79,7.27,,7.5,40.600376,-105.836378,"Chambers Complex","Outflow","Barnes Meadow Reservoir","Burned",,"Greeley",,84.049,0.4490768485927012,0.1845300397739167,,151,,2024,12:20:00,"2024-06-04 12:20:00","ROSS"
"BRNR","Barnes Meadow Reservoir",2024-06-04,2.41,2.32,3.84,,,6.94,0.24,7.3,587.38,63.59,2.02,0.01,1.01,1.17,8.38,0.02,1.09,0.03,0,3.46,7.84,,11.4,40.599908,-105.830604,"Chambers Complex","Reservoir","Barnes Meadow Reservoir","Burned",,,,85.149,0.4490768485927012,0.1845300397739167,,152,,2024,12:31:00,"2024-06-04 12:31:00","ROSS"
"CBRR","Chambers Reservoir",2024-06-04,3.21,3.4,7.86,,,4.44,0.27,7.26,451.72,53,1.8,0.02,0.82,1.27,6.11,0.03,1.02,0.53,0,2.76,8.48,,9.7,40.603457,-105.845931,"Chambers Complex","Reservoir","Chambers Reservoir","Burned",,,"na",87.814,0.19135067209931075,0.3299053356282272,,153,,2024,12:49:00,"2024-06-04 12:49:00","ROSS"
"CHD","Chambers Outflow",2024-06-04,4.3,4.74,6.49,,,3.6,0.35,7.52,537.24,58.84,1.79,0.01,0.8,1.36,7.27,0.06,0.97,0.63,0,2.74,7.65,,8,40.60233229,-105.8427286,"Chambers Complex","Outflow","Chambers Reservoir","Burned","ROSS","CDWR","JWCCHACO",86.049,0.19135067209931075,0.3299053356282272,,154,,2024,13:06:00,"2024-06-04 13:06:00","ROSS"
"JOEI","Joe Wright Inlet",2024-06-06,13.63,7.48,0.24,,,4.47,0.21,7.53,405.44,44.54,1.23,0.01,0.53,1.03,5.38,0.03,0.62,0.34,0,2.52,7.81,,2.3,40.54013102,-105.8831698,"Chambers Complex","Inflow","Joe Wright Reservoir","Unburned","ROSS","USGS","6746095",95.264,0,0.006530548628428928,,155,,2024,08:07:00,"2024-06-06 08:07:00","ROSS"
"CBRI","Chambers Inlet",2024-06-06,18.21,16.4,0.53,,,3.43,0.6,7.66,459.66,56.82,1.74,0.01,0.64,1.35,7.19,0.06,1.03,1.14,0,3.18,8.44,,3,40.57795281,-105.8572773,"Chambers Complex","Inflow","Chambers Reservoir","Burned","ROSS","USGS","6746110",90.13,0.11067457970644089,0.3299053356282272,,156,,2024,08:27:00,"2024-06-06 08:27:00","ROSS"
"CHD","Chambers Outflow",2024-06-06,9.01,5.77,3.15,,,4.29,0.42,7.66,537.44,55.74,1.6,0.03,0.74,1.22,6.46,0.02,0.85,0.99,0,2.51,8.04,,6.4,40.60233229,-105.8427286,"Chambers Complex","Outflow","Chambers Reservoir","Burned","ROSS","CDWR","JWCCHACO",86.049,0.19135067209931075,0.3299053356282272,,157,,2024,08:45:00,"2024-06-06 08:45:00","ROSS"
"PFAL","Poudre below Poudre Falls",2024-06-06,14.95,9.59,1.68,,,6.16,0.4,7.24,214.04,34.56,1.25,0.01,0.62,0.91,5.03,0.03,0.48,0.88,0,1.9,8.77,,5.2,40.651785,-105.810831,"Mainstem","Stream","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11517",,,,,158,,2024,09:10:00,"2024-06-06 09:10:00","ROSS"
"PBR","Poudre Below Rustic",2024-06-06,17.65,30.39,2.56,,,6.27,0.43,7.22,218.69,34.32,1.44,0.01,0.67,0.95,4.77,0.03,0.55,0.86,0,1.86,8.34,,7.5,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,,159,,2024,09:51:00,"2024-06-06 09:51:00","ROSS"
"LBEA","Little Beaver",2024-06-06,16.5,18.7,1.24,,,4.29,0.54,7.32,251.58,41.65,2.08,0.01,0.68,1.07,5.02,0.02,0.56,1.83,0,2.58,7.58,,9.9,40.624819,-105.532595,"CU Tributary","Stream","CLP Tributary - Upper","Burned","ROSS","RMRS",,54.334,,,,160,,2024,10:26:00,"2024-06-06 10:26:00","ROSS"
"SFM","Poudre South Fork",2024-06-06,11.88,22.83,1.54,,,5.77,0.37,7.03,194.13,26.28,1.4,0.01,0.47,0.73,3.52,0.12,0.34,0.65,0,1.5,7.71,,9,40.61825,-105.525583,"South Fork","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11531",53.476,,,,161,,2024,10:49:00,"2024-06-06 10:49:00","ROSS"
"PENN","Pennock (Signal Mountain)",2024-06-06,11.04,3.2,0.44,,,6.96,0.35,7.08,224.79,27.04,1.67,0.01,0.41,0.63,2.89,0.04,0.3,0.14,0,1.37,7.86,,7.6,40.57855879,-105.5441506,"CU Tributary","Stream","CLP Tributary - Upper","Partially Burned","ROSS",,,60.791,,,,162,,2024,11:36:00,"2024-06-06 11:36:00","ROSS"
"PMAN","Poudre at Manner's Bridge",2024-06-06,33.47,79.7,1.94,,,6.14,0.44,7.41,219.94,35.29,1.59,0.01,0.69,0.97,4.47,0.03,0.8,0.89,0,1.87,8.04,,11.4,,,,,,,,,,,,,,163,,2024,13:18:00,"2024-06-06 13:18:00","ROSS"
"PBD","Poudre at Bellvue Diversion",2024-06-06,45.36,104.61,2.36,,,6.25,0.54,7.52,282.93,42.61,1.89,0.02,0.72,1.15,5.49,0.04,1.33,0.83,0,2.12,7.88,,12.1,40.664519,-105.22419,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","CDWR","CLAFTCCO",0,,,,164,,2024,13:34:00,"2024-06-06 13:34:00","ROSS"
"COMI","Comanche Inflow",2024-06-10,2.54,4.2,0.29,,,5.58,0.36,6.77,255.01,24.54,1.04,0.01,0.32,0.5,2.72,0.02,0.19,0.86,0,0.9,8.31,,3.7,40.5858963,-105.6626,"South Fork","Inflow","Comanche Reservoir","Burned",,,,72.236,0.173174601127291,0.45576441102756887,,165,,2024,07:32:00,"2024-06-10 07:32:00","ROSS"
"COMR","Comanche Reservoir",2024-06-10,3.03,2.7,3.61,,,5.6,0.58,6.81,126.89,25.72,1.37,0.01,0.49,0.7,3.4,0.02,0.37,1.49,0,1.54,7.44,,10.3,40.5853086,-105.6455009,"South Fork","Reservoir","Comanche Reservoir","Burned",,,,70.774,0.24966832476956524,0.45576441102756887,,166,,2024,08:05:00,"2024-06-10 08:05:00","ROSS"
"HORI","Hourglass Inflow",2024-06-10,2.42,3,0.22,,,5.82,0.4,6.47,150.68,19.81,0.86,0.01,0.32,0.45,2.29,0.02,0.19,0.6,0,0.84,8.48,,3.2,40.5805091,-105.6409321,"South Fork","Inflow","Hourglass Reservoir","Burned",,"Greeley",,61.499,0.05085114281168797,0.40096867936712954,,167,,2024,08:26:00,"2024-06-10 08:26:00","ROSS"
"COMO","Comanche Outflow",2024-06-10,6.34,2,3.1,,,5.47,0.59,6.77,143.51,26.52,1.42,0.02,0.51,0.69,3.24,0.02,0.42,1.5,0,1.54,7.23,,9.4,40.5846048,-105.6440011,"South Fork","Outflow","Comanche Reservoir","Burned",,"Greeley",,61.499,0.24966832476956524,0.45576441102756887,,168,,2024,08:36:00,"2024-06-10 08:36:00","ROSS"
"HORR","Hourglass Reservoir",2024-06-10,3.35,2.6,5.16,,,4.96,0.42,6.94,172.03,28.4,1.48,0.02,0.54,0.76,3.54,0.06,0.45,0.98,0,1.76,7.34,,13.6,40.582032,-105.6314023,"South Fork","Reservoir","Hourglass Reservoir","Burned",,,,61.499,0.10162730589431843,0.40096867936712954,,169,,2024,08:55:00,"2024-06-10 08:55:00","ROSS"
"HORO","Hourglass Outflow",2024-06-10,6.15,2.1,3.45,,,5.56,0.48,6.74,134.6,24.34,1.24,0.04,0.49,0.65,3.02,0.01,0.36,1.06,0,1.39,7.41,,7.5,40.5828742,-105.6309523,"South Fork","Outflow","Hourglass Reservoir","Burned",,"Greeley",,61.499,0.10162730589431843,0.40096867936712954,,170,,2024,09:05:00,"2024-06-10 09:05:00","ROSS"
"BEAV","Beaver",2024-06-10,2.88,7,1.08,,,5.65,0.46,6.81,148.35,25.57,1.35,0.02,0.46,0.68,3.21,0.02,0.31,1.08,0,1.35,7.39,,8.8,40.579336,-105.5940998,"South Fork","Stream","CLP Tributary - Upper","Burned",,,,61.499,,,,171,,2024,09:30:00,"2024-06-10 09:30:00","ROSS"
"PENN","Pennock (Signal Mountain)",2024-06-10,2.66,1,0.36,,,6.17,0.23,6.97,126.7,20.73,1.58,0.02,0.37,0.56,2.32,0.06,0.27,0.1,0,1.26,7.93,,6.6,40.57855879,-105.5441506,"CU Tributary","Stream","CLP Tributary - Upper","Partially Burned","ROSS",,,60.791,,,,172,,2024,10:11:00,"2024-06-10 10:11:00","ROSS"
"SFM","Poudre South Fork",2024-06-10,2.84,11.6,1.19,,,5,0.31,6.85,135.06,23.87,1.31,0.01,0.4,0.66,3.13,0.14,0.29,0.66,0,1.31,7.57,,9.4,40.61825,-105.525583,"South Fork","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11531",53.476,,,,173,,2024,11:05:00,"2024-06-10 11:05:00","ROSS"
"LBEA","Little Beaver",2024-06-10,7.4,24.26,0.96,,,4.25,0.39,7.08,245.23,35.84,1.9,0.02,0.63,0.93,4.09,0.03,0.44,1.31,0,2.19,7.35,,11.3,40.624819,-105.532595,"CU Tributary","Stream","CLP Tributary - Upper","Burned","ROSS","RMRS",,54.334,,,,174,,2024,11:23:00,"2024-06-10 11:23:00","ROSS"
"archery","Poudre at Archery Range",2024-06-11,26.35,36,1.26,,,5.58,0.46,7.85,443.7,219.94,13.44,0.02,0.8,10.23,9.51,0.13,12.67,0.73,0,51.01,7.66,,13.5,40.5479138,-105.0011275,"Mainstem","Mainstem","CLP Mainstem - Lower","Partially Burned","ROSS",,,,,,,175,,2024,08:50:00,"2024-06-11 08:50:00","ROSS"
"boxcreek","Boxelder Creek above Sanitation District",2024-06-11,18.33,25.57,3.14,,,3.27,3.06,8.15,10787.7,1520.07,135.93,0.11,4.17,43.13,114.85,0.73,22.75,11.34,0,173.23,7.82,,15.8,40.552003,-105.004576,"CU Tributary","Stream","CLP Tributary - Lower","Unburned","ROSS","Boxelder Sanitation",,,,,,176,,2024,09:13:00,"2024-06-11 09:13:00","ROSS"
"springcreek","Spring Creek at Poudre Trail",2024-06-11,28.23,26.16,2.35,,,4.8,0.59,7.91,2359.61,362.79,11.34,0.03,0.85,11.93,41.26,0.19,19.49,1.24,0,25.8,6.1,,18.1,40.571137,-105.031363,"CU Tributary","Stream","CLP Tributary - Lower","Unburned","ROSS",,,,,,,177,,2024,11:10:00,"2024-06-11 11:10:00","ROSS"
"lincoln","Poudre at Lincoln",2024-06-11,24.52,25.15,1.19,,,6.12,0.33,7.31,352.54,66.43,2.02,0.01,0.71,2.43,9.07,0.04,2.54,0.61,0,4.12,7.65,,14.2,40.588073,-105.069231,"Mainstem","Mainstem","CLP Mainstem - Lower","Partially Burned","ROSS","USGS","6752260",,,,,178,,2024,11:27:00,"2024-06-11 11:27:00","ROSS"
"JOEI","Joe Wright Inlet",2024-06-12,6.38,19.5,0.21,,,3.39,0.15,7.12,252.54,39.07,1.06,0,0.47,1.25,5.55,0.04,0.62,0.34,0,2.73,8.03,,4.6,40.54013102,-105.8831698,"Chambers Complex","Inflow","Joe Wright Reservoir","Unburned","ROSS","USGS","6746095",95.264,0,0.006530548628428928,,179,,2024,09:35:00,"2024-06-12 09:35:00","ROSS"
"CBRI","Chambers Inlet",2024-06-12,3.87,12,0.69,,,3.49,0.33,7.15,358.55,49.99,1.73,0,0.58,1.22,6.7,0.11,1.54,0.68,0,2.71,7.97,,5.8,40.57795281,-105.8572773,"Chambers Complex","Inflow","Chambers Reservoir","Burned","ROSS","USGS","6746110",90.13,0.11067457970644089,0.3299053356282272,,180,,2024,11:05:00,"2024-06-12 11:05:00","ROSS"
"CHD","Chambers Outflow",2024-06-12,2.64,6.3,3.3,,,4.07,0.34,7.33,300.45,41.64,1.52,0.02,0.58,1.04,5.12,0.11,0.86,0.78,0,2.36,7.85,,7.8,40.60233229,-105.8427286,"Chambers Complex","Outflow","Chambers Reservoir","Burned","ROSS","CDWR","JWCCHACO",86.049,0.19135067209931075,0.3299053356282272,,181,,2024,12:43:00,"2024-06-12 12:43:00","ROSS"
"PFAL","Poudre below Poudre Falls",2024-06-12,5.92,6.33,1.81,,,5.55,0.33,7.04,186.01,35.98,1.43,0.01,0.69,1.01,5.33,0.01,0.7,0.67,0,2.16,7.85,,10,40.651785,-105.810831,"Mainstem","Stream","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11517",,,,,182,,2024,14:15:00,"2024-06-12 14:15:00","ROSS"
"PBR","Poudre Below Rustic",2024-06-12,8.42,9.5,1.23,,,5.44,0.25,7.18,375.87,37.56,1.2,0.01,0.55,0.78,4.17,0.02,0.36,0.57,0,1.97,7.33,,12.3,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,,183,,2024,15:25:00,"2024-06-12 15:25:00","ROSS"
"PMAN","Poudre at Manner's Bridge",2024-06-12,8.21,30.38,1.05,,,5.45,0.39,7.15,219.89,34.54,1.52,0.01,0.57,0.97,4.53,0.15,0.6,0.61,0,1.93,7.53,,13.9,,,,,,,,,,,,,,184,,2024,16:03:00,"2024-06-12 16:03:00","ROSS"
"PENN","Pennock (Signal Mountain)",2024-06-13,11.32,1.18,0.36,,,6.11,0.15,6.98,121.14,21.77,1.75,0.03,0.44,0.56,2.59,0.04,0.26,0.12,0,1.35,8.07,,6.6,40.57855879,-105.5441506,"CU Tributary","Stream","CLP Tributary - Upper","Partially Burned","ROSS",,,60.791,,,,185,,2024,09:23:00,"2024-06-13 09:23:00","ROSS"
"SFM","Poudre South Fork",2024-06-13,9.05,8.2,1.49,,,5.22,0.39,6.74,144.93,24.32,1.37,0.01,0.45,0.69,3.16,0.1,0.27,0.61,0,1.32,7.53,,10.1,40.61825,-105.525583,"South Fork","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11531",53.476,,,,186,,2024,10:33:00,"2024-06-13 10:33:00","ROSS"
"LBEA","Little Beaver",2024-06-13,15.9,15.6,1.2,,,4.49,0.42,6.98,338.03,39.55,1.96,0.01,0.67,0.93,4.04,0.02,0.38,0.98,0,2.04,7.01,,13.4,40.624819,-105.532595,"CU Tributary","Stream","CLP Tributary - Upper","Burned","ROSS","RMRS",,54.334,,,,187,,2024,12:01:00,"2024-06-13 12:01:00","ROSS"
"PMAN","Poudre at Manner's Bridge",2024-06-13,8.64,14.4,1.01,,,5.67,0.48,6.96,202.24,33.17,1.54,0.01,0.67,0.95,4.56,0.03,0.53,0.52,0,1.78,7.84,,13.1,,,,,,,,,,,,,,188,,2024,13:23:00,"2024-06-13 13:23:00","ROSS"
"PBD","Poudre at Bellvue Diversion",2024-06-13,30.16,23.5,0.93,,,5.84,0.34,7.09,282.92,43.58,1.93,0.01,0.71,1.18,6.04,0.09,1.11,0.47,0,1.94,7.67,,14.1,40.664519,-105.22419,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","CDWR","CLAFTCCO",0,,,,190,,2024,13:44:00,"2024-06-13 13:44:00","ROSS"
"archery","Poudre at Archery Range",2024-06-14,17.91,27.25,1.33,,,5.28,0.39,7.81,651.74,222.56,14.03,0.01,0.95,10.09,12.47,0.1,13.16,0.71,0,45.84,7.18,,16,40.5479138,-105.0011275,"Mainstem","Mainstem","CLP Mainstem - Lower","Partially Burned","ROSS",,,,,,,191,,2024,08:44:00,"2024-06-14 08:44:00","ROSS"
